Order ID,Date,Product,Category,Price,Age,Provence,Customer ID,Quantity
1533,2022-03-01,EKET,Bookcases & shelving units,15.0,71,Luik,196,9
1533,2022-03-01,HYLLIS,Bookcases & shelving units,39.0,71,Luik,196,1
1533,2022-03-01,STOCKHOLM 2017,Sofas & armchairs,516.0,71,Luik,196,2
1533,2022-03-01,LIDHULT,Sofas & armchairs,5810.0,71,Luik,196,3
1534,2023-01-13,YPPERLIG,Tables & desks,665.0,45,Henegouwen,466,4
1534,2023-01-13,KALLAX,Bookcases & shelving units,195.0,45,Henegouwen,466,10
1535,2022-03-11,HAVSTA,Tables & desks,595.0,19,Namen,372,4
1535,2022-03-11,LERHAMN,Tables & desks,299.0,19,Namen,372,10
1535,2022-03-11,YTTERÖN,Outdoor furniture,99.0,19,Namen,372,7
1536,2022-12-06,HENRIKSDAL,Chairs,70.0,59,Antwerpen,375,9
1536,2022-12-06,VANGSTA,Tables & desks,545.0,59,Antwerpen,375,7
1536,2022-12-06,NORDLI,Beds,2290.0,59,Antwerpen,375,5
1536,2022-12-06,EKET,Tables & desks,94.0,59,Antwerpen,375,3
1536,2022-12-06,YPPERLIG / NILSOVE,Tables & desks,2575.0,59,Antwerpen,375,1
1537,2022-08-31,FREKVENS,Outdoor furniture,619.0,62,Luxemburg,465,5
1537,2022-08-31,BESTÅ,Bookcases & shelving units,475.0,62,Luxemburg,465,4
1538,2022-11-24,MÖLLARP,TV & media furniture,12.0,95,Vlaams-Brabant,268,10
1539,2023-01-15,FLEKKE,Sofas & armchairs,1495.0,54,Waals-Brabant,410,7
1539,2023-01-15,NORDVIKEN / NORDVIKEN,Chairs,3345.0,54,Waals-Brabant,410,4
1539,2023-01-15,GODISHUS,Chests of drawers & drawer units,295.0,54,Waals-Brabant,410,4
1540,2022-08-28,BESTÅ,TV & media furniture,60.0,47,Limburg,305,8
1541,2023-02-19,VEDBO / VEDBO,Chairs,5865.0,93,Vlaams-Brabant,401,2
1541,2023-02-19,HAVSTA,"Sideboards, buffets & console tables",1395.0,93,Vlaams-Brabant,401,6
1541,2023-02-19,LISABO,Tables & desks,745.0,93,Vlaams-Brabant,401,7
1541,2023-02-19,VASSVIKEN,TV & media furniture,100.0,93,Vlaams-Brabant,401,10
1542,2022-04-05,BESTÅ,Bookcases & shelving units,125.0,100,Namen,280,4
1543,2022-05-28,FRANKLIN,Chairs,129.0,45,Luxemburg,47,10
1543,2022-05-28,EDVALLA,Bookcases & shelving units,25.0,45,Luxemburg,47,2
1543,2022-05-28,KALLAX,Bookcases & shelving units,555.0,45,Luxemburg,47,5
1543,2022-05-28,KIVIK,Sofas & armchairs,5945.0,45,Luxemburg,47,8
1543,2022-05-28,LANDSKRONA,Sofas & armchairs,1800.0,45,Luxemburg,47,3
1544,2022-09-25,ROTHULT,Cabinets & cupboards,95.0,77,Waals-Brabant,420,1
1544,2022-09-25,ANTILOP,Chairs,110.0,77,Waals-Brabant,420,7
1544,2022-09-25,MÖRBYLÅNGA / LEIFARNE,Chairs,3075.0,77,Waals-Brabant,420,3
1544,2022-09-25,LIXHULT,Cabinets & cupboards,297.0,77,Waals-Brabant,420,4
1544,2022-09-25,NORDVIKEN / LEIFARNE,Chairs,3165.0,77,Waals-Brabant,420,4
1545,2023-02-02,SNIGLAR,Nursery furniture,295.0,54,Vlaams-Brabant,157,1
1545,2023-02-02,SAKARIAS,Chairs,225.0,54,Vlaams-Brabant,157,6
1545,2023-02-02,ELVARLI,Room dividers,2397.0,54,Vlaams-Brabant,157,5
1545,2023-02-02,BEKANT,Cabinets & cupboards,1350.0,54,Vlaams-Brabant,157,3
1546,2022-06-28,BESTÅ,Bookcases & shelving units,1645.0,69,Antwerpen,877,7
1547,2022-11-13,PAX / FÄRVIK/AULI,Wardrobes,3155.0,26,Waals-Brabant,722,2
1547,2022-11-13,BESTÅ,Cabinets & cupboards,1550.0,26,Waals-Brabant,722,3
1547,2022-11-13,BESTÅ,Cabinets & cupboards,150.0,26,Waals-Brabant,722,10
1548,2022-03-23,LACK,Tables & desks,30.0,36,Vlaams-Brabant,296,5
1549,2022-03-03,EKEDALEN / HENRIKSDAL,Tables & desks,4565.0,41,Luxemburg,189,9
1549,2022-03-03,EKET,Bookcases & shelving units,75.0,41,Luxemburg,189,10
1549,2022-03-03,FLEKKE,Sofas & armchairs,2085.0,41,Luxemburg,189,6
1549,2022-03-03,IDÅSEN,Tables & desks,2395.0,41,Luxemburg,189,3
1550,2022-04-14,ÄPPLARÖ,Outdoor furniture,745.0,44,Limburg,857,9
1551,2022-02-21,LEIFARNE,Chairs,195.0,48,Vlaams-Brabant,51,10
1552,2022-09-04,TROFAST,Children's furniture,250.0,50,Namen,191,6
1552,2022-09-04,HAVSTA,Cabinets & cupboards,975.0,50,Namen,191,10
1553,2022-05-27,LINNMON / ALEX,Tables & desks,480.0,71,Vlaams-Brabant,888,1
1554,2023-01-11,NORRÅKER,Chairs,295.0,83,Oost-Vlaanderen,226,10
1554,2023-01-11,IVAR,Bookcases & shelving units,395.0,83,Oost-Vlaanderen,226,2
1554,2023-01-11,BESTÅ,Bookcases & shelving units,135.0,83,Oost-Vlaanderen,226,8
1554,2023-01-11,JONAXEL,Bookcases & shelving units,95.0,83,Oost-Vlaanderen,226,6
1555,2022-03-29,TYSSEDAL,Chests of drawers & drawer units,1045.0,28,Namen,244,1
1556,2022-09-16,SÄBÖVIK,Beds,1745.0,31,West-Vlaanderen,450,4
1556,2022-09-16,VISTHUS,Wardrobes,895.0,31,West-Vlaanderen,450,1
1557,2022-10-09,AGAM,Children's furniture,195.0,85,Namen,115,9
1557,2022-10-09,BILLSBRO,Bookcases & shelving units,25.0,85,Namen,115,5
1557,2022-10-09,VIMLE,Sofas & armchairs,4645.0,85,Namen,115,1
1558,2022-12-10,STOCKSUND,Sofas & armchairs,995.0,80,Luxemburg,688,1
1558,2022-12-10,STENSELE / RÖNNINGE,Tables & desks,1140.0,80,Luxemburg,688,1
1558,2022-12-10,EKEDALEN / EKEDALEN,Chairs,1245.0,80,Luxemburg,688,4
1559,2022-06-03,KOLBJÖRN,Bookcases & shelving units,345.0,30,Oost-Vlaanderen,463,9
1560,2022-06-06,NISSE,Chairs,49.0,31,Antwerpen,397,9
1560,2022-06-06,MALM,Chests of drawers & drawer units,495.0,31,Antwerpen,397,2
1560,2022-06-06,SÖDERHAMN,Sofas & armchairs,450.0,31,Antwerpen,397,8
1561,2022-05-29,LINNMON / GODVIN,Tables & desks,185.0,29,West-Vlaanderen,671,9
1561,2022-05-29,RESÖ,Tables & desks,205.0,29,West-Vlaanderen,671,8
1562,2022-11-18,LANGUR,Chairs,50.0,57,Henegouwen,633,8
1562,2022-11-18,DELAKTIG,Chairs,2350.0,57,Henegouwen,633,6
1562,2022-11-18,VIMLE,Sofas & armchairs,720.0,57,Henegouwen,633,2
1562,2022-11-18,BERTIL,Chairs,19.0,57,Henegouwen,633,7
1562,2022-11-18,MILSBO,Cabinets & cupboards,995.0,57,Henegouwen,633,1
1563,2022-06-29,BESTÅ,TV & media furniture,25.0,78,Oost-Vlaanderen,452,8
1564,2022-10-06,PAX,Wardrobes,8380.0,89,Limburg,894,9
1564,2022-10-06,HOL,Tables & desks,395.0,89,Limburg,894,3
1564,2022-10-06,IVAR,Bookcases & shelving units,588.0,89,Limburg,894,1
1564,2022-10-06,INGOLF,Chairs,345.0,89,Limburg,894,5
1564,2022-10-06,IDÅSEN,Tables & desks,2395.0,89,Limburg,894,8
1565,2022-05-25,DIETMAR,Chairs,175.0,39,Limburg,867,9
1565,2022-05-25,PÅHL,Tables & desks,425.0,39,Limburg,867,10
1565,2022-05-25,JONAXEL,Chests of drawers & drawer units,160.0,39,Limburg,867,3
1565,2022-05-25,LEIFARNE,Café furniture,275.0,39,Limburg,867,1
1566,2023-01-05,MAMMUT,Children's furniture,29.0,74,Luik,643,7
1566,2023-01-05,MÖCKELBY / FANBYN,Chairs,4145.0,74,Luik,643,1
1566,2023-01-05,BESTÅ,Cabinets & cupboards,110.0,74,Luik,643,7
1567,2022-04-05,VALLENTUNA,Sofas & armchairs,220.0,62,Waals-Brabant,377,9
1567,2022-04-05,SOLLERÖN,Outdoor furniture,1247.0,62,Waals-Brabant,377,8
1567,2022-04-05,IVAR,Bookcases & shelving units,795.0,62,Waals-Brabant,377,1
1568,2022-09-06,LINNMON / ALEX,Tables & desks,795.0,86,Antwerpen,670,3
1568,2022-09-06,BEKANT,Tables & desks,1100.0,86,Antwerpen,670,7
1569,2022-03-23,DELAKTIG,Sofas & armchairs,125.0,18,Luxemburg,103,9
1569,2022-03-23,SJÄLLAND,Outdoor furniture,1727.0,18,Luxemburg,103,5
1569,2022-03-23,VITTSJÖ,Tables & desks,249.0,18,Luxemburg,103,8
1570,2023-01-14,BAGGANÄS,Cabinets & cupboards,27.0,62,Antwerpen,959,4
1571,2022-12-24,UTÅKER,Beds,695.0,39,Antwerpen,330,6
1571,2022-12-24,IVAR,Bookcases & shelving units,1020.0,39,Antwerpen,330,10
1571,2022-12-24,BYÅS,TV & media furniture,476.0,39,Antwerpen,330,3
1571,2022-12-24,MOSTORP,TV & media furniture,417.0,39,Antwerpen,330,1
1572,2022-04-26,RÅSKOG,Bar furniture,175.0,21,Limburg,921,4
1572,2022-04-26,RÅDVIKEN,Chairs,675.0,21,Limburg,921,8
1572,2022-04-26,TROFAST,Nursery furniture,155.0,21,Limburg,921,8
1572,2022-04-26,BILLSBRO,TV & media furniture,25.0,21,Limburg,921,7
1573,2023-01-18,TUFFING,Beds,475.0,93,Luik,398,9
1573,2023-01-18,ÄPPLARÖ,Outdoor furniture,205.0,93,Luik,398,10
1573,2023-01-18,BILLSBRO,TV & media furniture,15.0,93,Luik,398,3
1573,2023-01-18,MELLTORP / MARIUS,Chairs,149.0,93,Luik,398,9
1574,2022-08-28,HACKÅS,Bookcases & shelving units,50.0,80,Waals-Brabant,420,5
1574,2022-08-28,NORRÅKER / NORRÅKER,Bar furniture,1385.0,80,Waals-Brabant,420,5
1574,2022-08-28,FRIHETEN,Sofas & armchairs,1845.0,80,Waals-Brabant,420,3
1574,2022-08-28,BOSNÄS,Sofas & armchairs,95.0,80,Waals-Brabant,420,2
1575,2022-05-11,PAX / SEKKEN,Wardrobes,2255.0,71,Luik,799,6
1575,2022-05-11,VIMLE,Sofas & armchairs,720.0,71,Luik,799,4
1576,2022-06-23,LIATORP,Bookcases & shelving units,4335.0,79,Luxemburg,876,7
1576,2022-06-23,HILVER,Tables & desks,745.0,79,Luxemburg,876,7
1576,2022-06-23,BESTÅ,Bookcases & shelving units,2470.0,79,Luxemburg,876,7
1577,2022-05-02,ENERYDA,Bookcases & shelving units,35.0,20,Waals-Brabant,108,5
1578,2022-04-01,PAX,Wardrobes,2190.0,64,Henegouwen,608,2
1578,2022-04-01,GENEVAD,Sofas & armchairs,2697.0,64,Henegouwen,608,1
1579,2022-12-01,KALLAX,Bookcases & shelving units,30.0,28,Vlaams-Brabant,15,6
1579,2022-12-01,LIDHULT,Beds,7873.0,28,Vlaams-Brabant,15,7
1580,2022-05-25,KLACKBERG,TV & media furniture,35.0,85,Antwerpen,101,3
1581,2023-01-14,EKEDALEN / HENRIKSDAL,Chairs,4565.0,84,Vlaams-Brabant,916,4
1581,2023-01-14,PAX,Wardrobes,3060.0,84,Vlaams-Brabant,916,1
1581,2023-01-14,MALINDA,Chairs,25.0,84,Vlaams-Brabant,916,10
1581,2023-01-14,KVISTBRO,Tables & desks,195.0,84,Vlaams-Brabant,916,7
1582,2022-06-06,VIMLE,Sofas & armchairs,1280.0,96,West-Vlaanderen,214,10
1582,2022-06-06,KALLAX,Room dividers,745.0,96,West-Vlaanderen,214,6
1582,2022-06-06,HÄLLAN,Cabinets & cupboards,1575.0,96,West-Vlaanderen,214,7
1582,2022-06-06,KULLEN,Chests of drawers & drawer units,89.0,96,West-Vlaanderen,214,6
1583,2022-09-04,BRIMNES,TV & media furniture,595.0,79,Luxemburg,793,8
1583,2022-09-04,MELLTORP / JANINGE,Chairs,919.0,79,Luxemburg,793,2
1583,2022-09-04,SVALNÄS,Bookcases & shelving units,1840.0,79,Luxemburg,793,7
1583,2022-09-04,PAX,Wardrobes,3120.0,79,Luxemburg,793,9
1583,2022-09-04,KALLAX,Bookcases & shelving units,115.0,79,Luxemburg,793,9
1584,2022-07-20,IVAR,Bookcases & shelving units,990.0,75,Henegouwen,244,6
1584,2022-07-20,ÄPPLARÖ,Outdoor furniture,2576.0,75,Henegouwen,244,5
1584,2022-07-20,EKEDALEN / BERNHARD,Tables & desks,5465.0,75,Henegouwen,244,9
1584,2022-07-20,BOTTNA,Bookcases & shelving units,65.0,75,Henegouwen,244,8
1585,2022-10-04,GRÖNLID,Sofas & armchairs,465.0,67,Namen,567,5
1585,2022-10-04,KUDDARNA,Outdoor furniture,75.0,67,Namen,567,6
1586,2022-04-28,ÄPPLARÖ,Outdoor furniture,745.0,25,Antwerpen,555,3
1587,2022-06-15,PLATSA,Wardrobes,2800.0,80,Antwerpen,364,6
1587,2022-06-15,VANGSTA,Tables & desks,545.0,80,Antwerpen,364,9
1587,2022-06-15,VALLENTUNA,Sofas & armchairs,40.0,80,Antwerpen,364,6
1588,2022-11-09,NORDLI,Chests of drawers & drawer units,980.0,83,Waals-Brabant,651,7
1588,2022-11-09,NYHAMN,Beds,1470.0,83,Waals-Brabant,651,5
1588,2022-11-09,VANGSTA / TEODORES,Chairs,925.0,83,Waals-Brabant,651,2
1588,2022-11-09,NORDVIKEN / LEIFARNE,Chairs,3165.0,83,Waals-Brabant,651,7
1589,2022-05-03,NOTVIKEN,TV & media furniture,100.0,53,West-Vlaanderen,280,6
1589,2022-05-03,BESTÅ,TV & media furniture,1081.0,53,West-Vlaanderen,280,8
1590,2022-07-26,KNARREVIK,Tables & desks,39.0,26,Luik,25,3
1590,2022-07-26,BESTÅ,Bookcases & shelving units,1620.0,26,Luik,25,1
1590,2022-07-26,BESTÅ,Bookcases & shelving units,595.0,26,Luik,25,3
1590,2022-07-26,MÖRBYLÅNGA / VOLFGANG,Chairs,3795.0,26,Luik,25,5
1590,2022-07-26,GNEDBY,Bookcases & shelving units,125.0,26,Luik,25,1
1591,2022-12-20,ADDE,Chairs,40.0,73,Oost-Vlaanderen,625,7
1591,2022-12-20,SVALNÄS,Tables & desks,1830.0,73,Oost-Vlaanderen,625,10
1591,2022-12-20,FUSION,Tables & desks,1196.0,73,Oost-Vlaanderen,625,7
1592,2022-02-19,FYRESDAL,Beds,549.0,38,Waals-Brabant,584,5
1592,2022-02-19,EKEDALEN / ODGER,Tables & desks,1975.0,38,Waals-Brabant,584,7
1592,2022-02-19,NOTVIKEN,Bookcases & shelving units,115.0,38,Waals-Brabant,584,7
1592,2022-02-19,MÖRBYLÅNGA / LEIFARNE,Chairs,3075.0,38,Waals-Brabant,584,2
1592,2022-02-19,MELLTORP / MARIUS,Tables & desks,149.0,38,Waals-Brabant,584,6
1593,2022-04-02,HEDRA,TV & media furniture,9.0,20,Vlaams-Brabant,203,5
1593,2022-04-02,JONAXEL,Bookcases & shelving units,490.0,20,Vlaams-Brabant,203,7
1594,2022-06-18,KIVIK,Sofas & armchairs,5945.0,82,Waals-Brabant,573,1
1595,2022-11-02,ALGOT,Bookcases & shelving units,134.6,81,Limburg,196,3
1596,2022-10-16,STUVA / FRITIDS,Wardrobes,1545.0,72,Waals-Brabant,577,10
1596,2022-10-16,ÖSTERNÄS,Cabinets & cupboards,49.0,72,Waals-Brabant,577,4
1596,2022-10-16,KALLAX,Room dividers,495.0,72,Waals-Brabant,577,1
1596,2022-10-16,BENARP,Chairs,1495.0,72,Waals-Brabant,577,3
1597,2022-10-04,INGATORP / INGOLF,Chairs,2615.0,60,Oost-Vlaanderen,767,3
1597,2022-10-04,KONGSFJORD,Beds,8551.0,60,Oost-Vlaanderen,767,7
1598,2022-05-05,LANGUR,Chairs,235.0,95,Henegouwen,758,6
1598,2022-05-05,HAVSTA,Cabinets & cupboards,1240.0,95,Henegouwen,758,8
1599,2022-09-20,BILLY / OXBERG,Bookcases & shelving units,290.0,35,Luxemburg,870,10
1599,2022-09-20,KORNSJÖ,Tables & desks,745.0,35,Luxemburg,870,7
1600,2022-04-06,BUSUNGE,Children's furniture,645.0,39,Henegouwen,705,6
1600,2022-04-06,LINNMON / ALVARET,Tables & desks,555.0,39,Henegouwen,705,7
1600,2022-04-06,BAGGANÄS,Bookcases & shelving units,50.0,39,Henegouwen,705,8
1600,2022-04-06,EKTORP,Sofas & armchairs,395.0,39,Henegouwen,705,5
1600,2022-04-06,ALGOT,Bookcases & shelving units,528.2,39,Henegouwen,705,3
1601,2022-11-14,MÖRBYLÅNGA / BERNHARD,Tables & desks,6965.0,61,Vlaams-Brabant,439,9
1601,2022-11-14,BUSUNGE,Beds,795.0,61,Vlaams-Brabant,439,5
1601,2022-11-14,ALGOT,Bookcases & shelving units,529.0,61,Vlaams-Brabant,439,9
1601,2022-11-14,BEKANT,Cabinets & cupboards,939.0,61,Vlaams-Brabant,439,7
1602,2022-10-24,MÖCKELBY / ODGER,Chairs,4265.0,28,Waals-Brabant,578,7
1602,2022-10-24,POÄNG,Children's furniture,134.0,28,Waals-Brabant,578,7
1602,2022-10-24,BINGSTA,Chairs,595.0,28,Waals-Brabant,578,7
1602,2022-10-24,HÅLLÖ,Outdoor furniture,49.0,28,Waals-Brabant,578,10
1602,2022-10-24,SKÖTSAM,Nursery furniture,25.0,28,Waals-Brabant,578,6
1603,2023-01-04,GAMLARP,Sofas & armchairs,2395.0,80,Luik,91,1
1603,2023-01-04,SULARP,Bookcases & shelving units,45.5,80,Luik,91,4
1604,2022-03-09,NESTTUN,Beds,595.0,94,Antwerpen,692,5
1605,2022-04-22,HATTEFJÄLL,Chairs,1295.0,30,Oost-Vlaanderen,295,3
1605,2022-04-22,BILLSBRO,TV & media furniture,35.0,30,Oost-Vlaanderen,295,6
1606,2022-12-15,HAVSTA,Cabinets & cupboards,2980.0,62,Henegouwen,192,1
1606,2022-12-15,FINNBY,Bookcases & shelving units,149.0,62,Henegouwen,192,8
1607,2023-01-23,PAX,Wardrobes,2265.0,50,Vlaams-Brabant,800,7
1607,2023-01-23,STUVA / FRITIDS,Chairs,395.0,50,Vlaams-Brabant,800,7
1608,2022-02-27,REGISSÖR,Cabinets & cupboards,796.0,64,Vlaams-Brabant,504,5
1608,2022-02-27,LANEBERG,Tables & desks,695.0,64,Vlaams-Brabant,504,2
1608,2022-02-27,EKEDALEN / BERNHARD,Tables & desks,5465.0,64,Vlaams-Brabant,504,10
1608,2022-02-27,FLOTTEBO,Beds,1676.0,64,Vlaams-Brabant,504,1
1609,2022-08-06,BESTÅ,Bookcases & shelving units,25.0,74,Henegouwen,353,7
1609,2022-08-06,BILLY,Bookcases & shelving units,20.0,74,Henegouwen,353,8
1609,2022-08-06,BEKANT,Cabinets & cupboards,939.0,74,Henegouwen,353,6
1609,2022-08-06,GULLIVER,Beds,595.0,74,Henegouwen,353,9
1609,2022-08-06,BROR,Bookcases & shelving units,1340.0,74,Henegouwen,353,7
1610,2022-08-30,NORSBORG,Sofas & armchairs,1020.0,36,Luik,605,10
1611,2022-07-31,MALSJÖ,Cabinets & cupboards,1276.0,54,Henegouwen,339,3
1611,2022-07-31,RAMSTA,Beds,445.0,54,Henegouwen,339,1
1612,2022-11-23,NORSBORG,Sofas & armchairs,4580.0,40,Luxemburg,835,10
1613,2022-12-26,LIXHULT,Cabinets & cupboards,198.0,54,Waals-Brabant,379,6
1614,2022-12-25,KUNGSHOLMEN,Outdoor furniture,311.4,84,Limburg,294,3
1614,2022-12-25,BILLY / OXBERG,Cabinets & cupboards,1390.0,84,Limburg,294,4
1614,2022-12-25,FANBYN,Chairs,150.0,84,Limburg,294,2
1615,2022-11-14,ÄPPLARÖ,Outdoor furniture,1961.0,79,Limburg,349,8
1615,2022-11-14,BILLY / OXBERG,Bookcases & shelving units,315.0,79,Limburg,349,3
1616,2023-02-19,PAX,Wardrobes,8380.0,50,Limburg,990,9
1616,2023-02-19,EKEDALEN,Bar furniture,796.0,50,Limburg,990,1
1616,2023-02-19,KYRRE,Chairs,60.0,50,Limburg,990,3
1616,2023-02-19,TORSBY,Tables & desks,895.0,50,Limburg,990,3
1616,2023-02-19,VITTSJÖ,Bookcases & shelving units,695.0,50,Limburg,990,10
1617,2022-05-04,JONAXEL,Bookcases & shelving units,230.0,66,Oost-Vlaanderen,53,7
1617,2022-05-04,SANDVIKA,Beds,295.0,66,Oost-Vlaanderen,53,1
1617,2022-05-04,HÄLLAN,Cabinets & cupboards,600.0,66,Oost-Vlaanderen,53,3
1617,2022-05-04,NORDLI,Chests of drawers & drawer units,620.0,66,Oost-Vlaanderen,53,6
1617,2022-05-04,VALLENTUNA,Sofas & armchairs,60.0,66,Oost-Vlaanderen,53,10
1618,2023-02-10,HAVSTA,Cabinets & cupboards,2980.0,76,Limburg,118,4
1618,2023-02-10,SELSVIKEN,TV & media furniture,60.0,76,Limburg,118,9
1618,2023-02-10,LISABO / ODGER,Tables & desks,1875.0,76,Limburg,118,9
1619,2022-12-17,MALM,Chests of drawers & drawer units,555.0,73,Vlaams-Brabant,547,1
1619,2022-12-17,GONATT,Beds,1095.0,73,Vlaams-Brabant,547,6
1619,2022-12-17,GRÖNLID,Sofas & armchairs,1140.0,73,Vlaams-Brabant,547,2
1619,2022-12-17,JANINGE,Café furniture,225.0,73,Vlaams-Brabant,547,1
1619,2022-12-17,KUNGSFORS,Trolleys,695.0,73,Vlaams-Brabant,547,3
1620,2022-12-09,NORRÅKER / NORRARYD,Chairs,1636.0,83,Waals-Brabant,404,9
1620,2022-12-09,GLASHOLM / ALEX,Tables & desks,965.0,83,Waals-Brabant,404,7
1620,2022-12-09,EDVALLA,TV & media furniture,25.0,83,Waals-Brabant,404,2
1620,2022-12-09,TOSTERÖ,Outdoor furniture,103.0,83,Waals-Brabant,404,6
1620,2022-12-09,KALLAX,Room dividers,895.0,83,Waals-Brabant,404,6
1621,2022-08-07,VITTSJÖ,Bookcases & shelving units,1035.0,86,Limburg,729,2
1622,2022-07-29,BRIMNES,TV & media furniture,595.0,39,Luik,760,4
1623,2022-03-21,EKEDALEN / EKEDALEN,Bar furniture,2176.0,25,Luik,213,1
1623,2022-03-21,NOTVIKEN,TV & media furniture,100.0,25,Luik,213,6
1624,2022-11-06,ASKHOLMEN,Outdoor furniture,771.0,59,Luxemburg,715,6
1624,2022-11-06,BESTÅ,Bookcases & shelving units,60.0,59,Luxemburg,715,2
1624,2022-11-06,TÄRENDÖ / GUNDE,Tables & desks,245.0,59,Luxemburg,715,4
1624,2022-11-06,PAX,Wardrobes,1590.0,59,Luxemburg,715,10
1624,2022-11-06,TOSTERÖ,Outdoor furniture,103.0,59,Luxemburg,715,1
1625,2022-05-16,BROR,Bookcases & shelving units,105.0,67,Antwerpen,891,3
1625,2022-05-16,BESTÅ,TV & media furniture,125.0,67,Antwerpen,891,3
1626,2022-05-27,DETOLF,Cabinets & cupboards,295.0,70,Luik,142,3
1627,2022-09-03,NORDVIKEN / LEIFARNE,Tables & desks,3165.0,22,Waals-Brabant,591,4
1627,2022-09-03,NORDLI,Chests of drawers & drawer units,320.0,22,Waals-Brabant,591,2
1627,2022-09-03,NORSBORG,Sofas & armchairs,320.0,22,Waals-Brabant,591,5
1627,2022-09-03,ALGOT,Bookcases & shelving units,474.2,22,Waals-Brabant,591,7
1627,2022-09-03,FLOTTEBO,Beds,2236.0,22,Waals-Brabant,591,7
1628,2022-05-31,INGATORP / INGOLF,Tables & desks,2725.0,47,Luxemburg,967,1
1628,2022-05-31,BOLMEN,Children's furniture,22.0,47,Luxemburg,967,9
1629,2022-04-07,VANGSTA / TEODORES,Chairs,845.0,87,Waals-Brabant,689,10
1630,2022-06-11,FANBYN,Outdoor furniture,275.0,46,Vlaams-Brabant,638,1
1630,2022-06-11,VIMLE,Sofas & armchairs,4305.0,46,Vlaams-Brabant,638,1
1630,2022-06-11,BEKANT,Bookcases & shelving units,1495.0,46,Vlaams-Brabant,638,1
1630,2022-06-11,PAX / HASVIK,Wardrobes,2990.0,46,Vlaams-Brabant,638,6
1630,2022-06-11,HARRY,Chairs,199.0,46,Vlaams-Brabant,638,5
1631,2022-04-03,BESTÅ,Bookcases & shelving units,2635.0,58,Antwerpen,887,9
1632,2022-09-11,VIMLE,Sofas & armchairs,350.0,99,Luxemburg,539,6
1632,2022-09-11,ENERYDA,TV & media furniture,17.0,99,Luxemburg,539,4
1632,2022-09-11,EKEDALEN / EKEDALEN,Tables & desks,1640.0,99,Luxemburg,539,1
1633,2022-04-28,ALEX,Tables & desks,275.0,49,Luxemburg,689,5
1633,2022-04-28,LANGUR,Nursery furniture,400.0,49,Luxemburg,689,7
1633,2022-04-28,ENERYDA,Bookcases & shelving units,35.0,49,Luxemburg,689,8
1633,2022-04-28,HÄLLAN,Cabinets & cupboards,1575.0,49,Luxemburg,689,3
1633,2022-04-28,ÄPPLARÖ,Outdoor furniture,2781.0,49,Luxemburg,689,7
1634,2023-02-02,SÖDERHAMN,Sofas & armchairs,1995.0,53,Antwerpen,636,5
1634,2023-02-02,BESTÅ / EKET,TV & media furniture,1578.0,53,Antwerpen,636,3
1634,2023-02-02,HANVIKEN,Bookcases & shelving units,75.0,53,Antwerpen,636,6
1634,2023-02-02,BRIMNES,TV & media furniture,1385.0,53,Antwerpen,636,1
1635,2022-04-25,LYCKSELE,Sofas & armchairs,100.0,69,Namen,168,3
1635,2022-04-25,BILLSBRO,TV & media furniture,15.0,69,Namen,168,7
1636,2022-12-29,ALGOT,Bookcases & shelving units,477.0,39,Oost-Vlaanderen,696,8
1636,2022-12-29,LIATORP,Bookcases & shelving units,4335.0,39,Oost-Vlaanderen,696,3
1636,2022-12-29,BUSKBO,Chairs,575.0,39,Oost-Vlaanderen,696,6
1636,2022-12-29,BEKANT,Chests of drawers & drawer units,844.0,39,Oost-Vlaanderen,696,1
1636,2022-12-29,INGOLF,Chairs,345.0,39,Oost-Vlaanderen,696,1
1637,2022-05-02,LIATORP,Bookcases & shelving units,450.0,71,Luxemburg,397,4
1637,2022-05-02,GRÖNLID,Sofas & armchairs,6575.0,71,Luxemburg,397,4
1637,2022-05-02,IKEA PS 2012 / TEODORES,Tables & desks,1085.0,71,Luxemburg,397,4
1638,2022-08-22,HEMNES,Cabinets & cupboards,1395.0,38,Waals-Brabant,916,5
1638,2022-08-22,PLATSA,TV & media furniture,405.0,38,Waals-Brabant,916,2
1638,2022-08-22,MICKE,Children's furniture,175.0,38,Waals-Brabant,916,9
1638,2022-08-22,MYDAL,Beds,795.0,38,Waals-Brabant,916,7
1638,2022-08-22,TIMMERVIKEN,Bookcases & shelving units,60.0,38,Waals-Brabant,916,6
1639,2022-07-09,ASKEBY,Beds,995.0,18,Vlaams-Brabant,882,4
1639,2022-07-09,JANINGE,Chairs,595.0,18,Vlaams-Brabant,882,5
1639,2022-07-09,EKET,Cabinets & cupboards,356.0,18,Vlaams-Brabant,882,10
1639,2022-07-09,NORSBORG,Sofas & armchairs,280.0,18,Vlaams-Brabant,882,6
1640,2022-11-17,REMSTA,Chairs,795.0,42,Waals-Brabant,751,9
1641,2022-04-16,KNOPPARP,Sofas & armchairs,345.0,75,Namen,407,8
1641,2022-04-16,BEKANT,Tables & desks,2875.0,75,Namen,407,5
1641,2022-04-16,ÅMLIDEN / ALVARET,Tables & desks,675.0,75,Namen,407,3
1641,2022-04-16,KULLEN,Tables & desks,89.0,75,Namen,407,7
1642,2022-05-28,EKET,Cabinets & cupboards,210.0,74,West-Vlaanderen,280,6
1642,2022-05-28,STOCKHOLM 2017,Sofas & armchairs,516.0,74,West-Vlaanderen,280,10
